Accession	Description	Gene Symbol	Corrected Abundance ratio (1.53)	Log2 Corrected Abundance Ratio	Abundance Ratio Adj. P-Value: (127. T3 Tc WT) / (126. T0 WT)	LOG10 Adj.P-val
P0A858	Triosephosphate isomerase OS=Escherichia coli (strain K12) OX=83333 GN=tpiA PE=1 SV=1	tpiA	0.811764706	-0.300866479	1	0
P37440	Oxidoreductase UcpA OS=Escherichia coli (strain K12) OX=83333 GN=ucpA PE=1 SV=3	ucpA	0.812418301	-0.299705357	0.085181905	1.069652653
P0AG82	Phosphate-binding protein PstS OS=Escherichia coli (strain K12) OX=83333 GN=pstS PE=1 SV=1	pstS	0.812418301	-0.299705357	1	0
P0A6I3	Pantothenate kinase OS=Escherichia coli (strain K12) OX=83333 GN=coaA PE=1 SV=1	coaA	0.812418301	-0.299705357	1	0
P0A799	Phosphoglycerate kinase OS=Escherichia coli (strain K12) OX=83333 GN=pgk PE=1 SV=2	pgk	0.812418301	-0.299705357	0.000441667	3.354905204
P68187	Maltose/maltodextrin import ATP-binding protein MalK OS=Escherichia coli (strain K12) OX=83333 GN=malK PE=1 SV=1	malK	0.812418301	-0.299705357	1	0
P07862	D-alanine--D-alanine ligase B OS=Escherichia coli (strain K12) OX=83333 GN=ddlB PE=1 SV=3	ddlB	0.813071895	-0.298545167	0.549817486	0.259781452
P75915	Chaperone protein YcdY OS=Escherichia coli (strain K12) OX=83333 GN=ycdY PE=1 SV=1	ycdY	0.813071895	-0.298545167	1	0
P69228	Transcriptional regulatory protein BaeR OS=Escherichia coli (strain K12) OX=83333 GN=baeR PE=1 SV=1	baeR	0.813071895	-0.298545167	1	0
P0A7I4	Peptide chain release factor RF3 OS=Escherichia coli (strain K12) OX=83333 GN=prfC PE=1 SV=2	prfC	0.81372549	-0.297385911	0.012811606	1.892396423
P0A8S1	HTH-type transcriptional regulator ArgP OS=Escherichia coli (strain K12) OX=83333 GN=argP PE=1 SV=1	argP	0.81372549	-0.297385911	1	0
P51981	L-Ala-D/L-Glu epimerase OS=Escherichia coli (strain K12) OX=83333 GN=ycjG PE=1 SV=2	ycjG	0.81372549	-0.297385911		#VALEUR!
P62707	2.3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Escherichia coli (strain K12) OX=83333 GN=gpmA PE=1 SV=2	gpmA	0.814379085	-0.296227585	0.008096372	2.091709569
P63224	Phosphoheptose isomerase OS=Escherichia coli (strain K12) OX=83333 GN=gmhA PE=1 SV=1	"gmhA; lpcA"	0.81503268	-0.295070188	0.528256127	0.277155457
P0A9Y6	Cold shock-like protein CspC OS=Escherichia coli (strain K12) OX=83333 GN=cspC PE=1 SV=2	"cspC; EAMY_RS26670"	0.81503268	-0.295070188	0.341837986	0.466179678
P0ADX9	Ribosomal RNA small subunit methyltransferase D OS=Escherichia coli (strain K12) OX=83333 GN=rsmD PE=1 SV=1	rsmD	0.81503268	-0.295070188	1	0
P08506	D-alanyl-D-alanine carboxypeptidase DacC OS=Escherichia coli (strain K12) OX=83333 GN=dacC PE=1 SV=2	dacC	0.815686275	-0.293913719	1	0
P0A8A2	Probable transcriptional regulatory protein YeeN OS=Escherichia coli (strain K12) OX=83333 GN=yeeN PE=1 SV=1	yeeN	0.815686275	-0.293913719	1	0
P0A761	Putative N-acetylmannosamine-6-phosphate 2-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=nanE PE=1 SV=1	nanE	0.815686275	-0.293913719	1	0
P24182	Biotin carboxylase OS=Escherichia coli (strain K12) OX=83333 GN=accC PE=1 SV=2	accC	0.816339869	-0.292758176	0.528256127	0.277155457
P24181	Multidrug export protein AcrF OS=Escherichia coli (strain K12) OX=83333 GN=acrF PE=1 SV=2	acrF	#VALEUR!	#VALEUR!		#VALEUR!
P0A862	Thiol peroxidase OS=Escherichia coli (strain K12) OX=83333 GN=tpx PE=1 SV=2	tpx	0.816339869	-0.292758176	1	0
P46852	Quercetin 2.3-dioxygenase OS=Escherichia coli (strain K12) OX=83333 GN=yhhW PE=1 SV=1	yhhW	#VALEUR!	#VALEUR!		#VALEUR!
P27303	Multidrug export protein EmrA OS=Escherichia coli (strain K12) OX=83333 GN=emrA PE=1 SV=2	emrA	0.816339869	-0.292758176	1	0
P0ADC6	Lipopolysaccharide export system permease protein LptG OS=Escherichia coli (strain K12) OX=83333 GN=lptG PE=1 SV=1	lptG	#VALEUR!	#VALEUR!		#VALEUR!
P0C0K3	Stress response kinase A OS=Escherichia coli (strain K12) OX=83333 GN=srkA PE=1 SV=1	"rdoA; srkA"	0.816339869	-0.292758176	1	0
P0A8E5	UPF0231 protein YacL OS=Escherichia coli (strain K12) OX=83333 GN=yacL PE=1 SV=1	yacL	#VALEUR!	#VALEUR!		#VALEUR!
P21893	Single-stranded-DNA-specific exonuclease RecJ OS=Escherichia coli (strain K12) OX=83333 GN=recJ PE=1 SV=2	recJ	0.816993464	-0.291603558	1	0
Q06065	Regulatory protein AtoC OS=Escherichia coli (strain K12) OX=83333 GN=atoC PE=1 SV=2	atoC	#VALEUR!	#VALEUR!		#VALEUR!
P61887	Glucose-1-phosphate thymidylyltransferase 2 OS=Escherichia coli (strain K12) OX=83333 GN=rffH PE=1 SV=1	rffH	0.816993464	-0.291603558		#VALEUR!
P25536	Maf-like protein YhdE OS=Escherichia coli (strain K12) OX=83333 GN=yhdE PE=1 SV=1	yhdE	0.817647059	-0.290449863	1	0
P31475	Uncharacterized HTH-type transcriptional regulator YieP OS=Escherichia coli (strain K12) OX=83333 GN=yieP PE=4 SV=3	yieP	0.817647059	-0.290449863	1	0
P08839	Phosphoenolpyruvate-protein phosphotransferase OS=Escherichia coli (strain K12) OX=83333 GN=ptsI PE=1 SV=1	ptsI	0.818300654	-0.289297091	0.025681968	1.590371707
P0A7G6	Protein RecA OS=Escherichia coli (strain K12) OX=83333 GN=recA PE=1 SV=2	recA	0.818300654	-0.289297091	0.000597944	3.223339249
P69776	Major outer membrane prolipoprotein Lpp OS=Escherichia coli (strain K12) OX=83333 GN=lpp PE=1 SV=1	lpp	0.818300654	-0.289297091	0.184997159	0.732834941
P27833	dTDP-4-amino-4.6-dideoxygalactose transaminase OS=Escherichia coli (strain K12) OX=83333 GN=wecE PE=1 SV=2	"rffA; wecE"	0.818954248	-0.288145238	1	0
P0ABA4	ATP synthase subunit delta OS=Escherichia coli (strain K12) OX=83333 GN=atpH PE=1 SV=1	atpH	0.819607843	-0.286994305	1	0
P0A9D8	2.3.4.5-tetrahydropyridine-2.6-dicarboxylate N-succinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=dapD PE=1 SV=1	dapD	0.820261438	-0.285844289	1	0
P0A6V8	Glucokinase OS=Escherichia coli (strain K12) OX=83333 GN=glk PE=1 SV=1	glk	0.820261438	-0.285844289	1	0
P0A9N4	Pyruvate formate-lyase 1-activating enzyme OS=Escherichia coli (strain K12) OX=83333 GN=pflA PE=1 SV=2	pflA	0.820261438	-0.285844289	1	0
P64451	Uncharacterized lipoprotein YdcL OS=Escherichia coli (strain K12) OX=83333 GN=ydcL PE=3 SV=1	ydcL	0.820261438	-0.285844289	1	0
P21888	Cysteine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=cysS PE=1 SV=2	cysS	0.820915033	-0.284695189	1	0
P0A6W9	Glutamate--cysteine ligase OS=Escherichia coli (strain K12) OX=83333 GN=gshA PE=1 SV=1	gshA	0.820915033	-0.284695189	0.224662107	0.648470173
P0A9L3	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase OS=Escherichia coli (strain K12) OX=83333 GN=fklB PE=1 SV=2	fklB	0.820915033	-0.284695189	1	0
P0A6F3	Glycerol kinase OS=Escherichia coli (strain K12) OX=83333 GN=glpK PE=1 SV=2	glpK	0.820915033	-0.284695189	3.54073E-05	4.450907267
P24202	Mrr restriction system protein OS=Escherichia coli (strain K12) OX=83333 GN=mrr PE=1 SV=1	mrr	0.821568627	-0.283547003	0.858043328	0.066490781
P31063	Uncharacterized lipoprotein YedD OS=Escherichia coli (strain K12) OX=83333 GN=yedD PE=3 SV=1	yedD	0.821568627	-0.283547003	0.113481479	0.945075014
P37903	Universal stress protein F OS=Escherichia coli (strain K12) OX=83333 GN=uspF PE=1 SV=2	uspF	0.821568627	-0.283547003	1	0
P69801	PTS system mannose-specific EIIC component OS=Escherichia coli (strain K12) OX=83333 GN=manY PE=1 SV=1	manY	#VALEUR!	#VALEUR!		#VALEUR!
P0A7F6	S-adenosylmethionine decarboxylase proenzyme OS=Escherichia coli (strain K12) OX=83333 GN=speD PE=1 SV=1	speD	0.822222222	-0.282399731	1	0
P64455	Uncharacterized protein YdcY OS=Escherichia coli (strain K12) OX=83333 GN=ydcY PE=1 SV=1	ydcY	0.822222222	-0.282399731	1	0
P0A9J6	Ribokinase OS=Escherichia coli (strain K12) OX=83333 GN=rbsK PE=1 SV=1	rbsK	0.822875817	-0.28125337	0.723230625	0.140723192
P0ADK0	Uncharacterized protein YiaF OS=Escherichia coli (strain K12) OX=83333 GN=yiaF PE=4 SV=2	yiaF	0.822875817	-0.28125337	1	0
P37759	dTDP-glucose 4.6-dehydratase 1 OS=Escherichia coli (strain K12) OX=83333 GN=rfbB PE=3 SV=2	rfbB	0.824836601	-0.277819743	1	0
P23893	Glutamate-1-semialdehyde 2.1-aminomutase OS=Escherichia coli (strain K12) OX=83333 GN=hemL PE=1 SV=2	hemL	0.824836601	-0.277819743	0.181790754	0.740428209
P0A870	Transaldolase B OS=Escherichia coli (strain K12) OX=83333 GN=talB PE=1 SV=2	talB	0.824836601	-0.277819743	0.03592849	1.444561032
P31825	tRNA1(Val) (adenine(37)-N6)-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=yfiC PE=1 SV=2	"yfiC; trmN"	0.824836601	-0.277819743	1	0
P0AC19	Dihydroneopterin triphosphate 2'-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=folX PE=1 SV=2	folX	0.825490196	-0.276677014	1	0
P0A9H5	Cob(I)yrinic acid a.c-diamide adenosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=btuR PE=3 SV=1	btuR	0.825490196	-0.276677014	1	0
P0AFY6	Peptide antibiotic transporter SbmA OS=Escherichia coli (strain K12) OX=83333 GN=sbmA PE=1 SV=1	sbmA	0.825490196	-0.276677014		#VALEUR!
P0AFH0	Methylated-DNA--protein-cysteine methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=ogt PE=1 SV=1	ogt	#VALEUR!	#VALEUR!		#VALEUR!
P02942	Methyl-accepting chemotaxis protein I OS=Escherichia coli (strain K12) OX=83333 GN=tsr PE=1 SV=2	tsr	0.826143791	-0.275535189	1	0
P0A9C9	Fructose-1.6-bisphosphatase 1 class 2 OS=Escherichia coli (strain K12) OX=83333 GN=glpX PE=1 SV=1	glpX	0.826143791	-0.275535189	0.17436683	0.758536127
P0AEW9	1-phosphofructokinase OS=Escherichia coli (strain K12) OX=83333 GN=fruK PE=3 SV=1	fruK	0.826143791	-0.275535189	0.035191457	1.453562755
P0ABC3	Modulator of FtsH protease HflC OS=Escherichia coli (strain K12) OX=83333 GN=hflC PE=1 SV=1	hflC	0.826797386	-0.274394268	0.896565844	0.04741781
P22939	Farnesyl diphosphate synthase OS=Escherichia coli (strain K12) OX=83333 GN=ispA PE=1 SV=1	ispA	0.826797386	-0.274394268	1	0
P0A9F3	HTH-type transcriptional regulator CysB OS=Escherichia coli (strain K12) OX=83333 GN=cysB PE=3 SV=1	cysB	0.826797386	-0.274394268	1	0
P0AFF6	Transcription termination/antitermination protein NusA OS=Escherichia coli (strain K12) OX=83333 GN=nusA PE=1 SV=1	nusA	0.82745098	-0.273254248	0.295541106	0.529382106
P17315	Colicin I receptor OS=Escherichia coli (strain K12) OX=83333 GN=cirA PE=1 SV=2	cirA	0.82745098	-0.273254248	0.92736508	0.032749261
P40719	Sensor protein QseC OS=Escherichia coli (strain K12) OX=83333 GN=qseC PE=1 SV=2	qseC	#VALEUR!	#VALEUR!		#VALEUR!
P0AB96	Arsenate reductase OS=Escherichia coli (strain K12) OX=83333 GN=arsC PE=3 SV=1	arsC	#VALEUR!	#VALEUR!		#VALEUR!
P0ADV5	Luciferase-like monooxygenase OS=Escherichia coli (strain K12) OX=83333 GN=yhbW PE=4 SV=1	yhbW	0.82745098	-0.273254248	1	0
P32166	1.4-dihydroxy-2-naphthoate octaprenyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=menA PE=1 SV=1	menA	0.82745098	-0.273254248	1	0
P23917	Fructokinase OS=Escherichia coli (strain K12) OX=83333 GN=mak PE=1 SV=2	mak	0.828104575	-0.272115128	1	0
P76256	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB OS=Escherichia coli (strain K12) OX=83333 GN=tsaB PE=1 SV=1	"tsaB; yeaZ"	0.828104575	-0.272115128	1	0
P61320	Outer-membrane lipoprotein LolB OS=Escherichia coli (strain K12) OX=83333 GN=lolB PE=1 SV=1	lolB	0.82875817	-0.270976907	1	0
P0ABV6	Tol-Pal system protein TolR OS=Escherichia coli (strain K12) OX=83333 GN=tolR PE=1 SV=1	tolR	0.82875817	-0.270976907	1	0
P0A850	Trigger factor OS=Escherichia coli (strain K12) OX=83333 GN=tig PE=1 SV=1	tig	0.830065359	-0.268703156	0.260032277	0.584972741
P52627	Regulator of sigma S factor FliZ OS=Escherichia coli (strain K12) OX=83333 GN=fliZ PE=2 SV=1	fliZ	#VALEUR!	#VALEUR!		#VALEUR!
P76268	Transcriptional regulator KdgR OS=Escherichia coli (strain K12) OX=83333 GN=kdgR PE=1 SV=1	kdgR	0.830065359	-0.268703156	1	0
P0ACA1	Uncharacterized GST-like protein YibF OS=Escherichia coli (strain K12) OX=83333 GN=yibF PE=1 SV=1	yibF	0.830065359	-0.268703156	1	0
P75959	N-acetyl-D-glucosamine kinase OS=Escherichia coli (strain K12) OX=83333 GN=nagK PE=1 SV=1	nagK	0.830065359	-0.268703156	1	0
P0C037	Pyrimidine/purine nucleoside phosphorylase OS=Escherichia coli (strain K12) OX=83333 GN=ppnP PE=1 SV=1	yaiE	0.830718954	-0.267567623	1	0
P0A7Z0	Ribose-5-phosphate isomerase A OS=Escherichia coli (strain K12) OX=83333 GN=rpiA PE=1 SV=1	rpiA	0.831372549	-0.266432982	1	0
P0A6I0	Cytidylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=cmk PE=1 SV=1	cmk	0.831372549	-0.266432982	0.858043328	0.066490781
P0A780	Transcription antitermination protein NusB OS=Escherichia coli (strain K12) OX=83333 GN=nusB PE=1 SV=1	nusB	0.831372549	-0.266432982	1	0
P0A955	KHG/KDPG aldolase OS=Escherichia coli (strain K12) OX=83333 GN=eda PE=1 SV=1	eda	0.832026144	-0.265299234	1	0
P77581	Succinylornithine transaminase OS=Escherichia coli (strain K12) OX=83333 GN=astC PE=1 SV=1	astC	0.832026144	-0.265299234	0.411082299	0.386071223
P37750	Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ OS=Escherichia coli (strain K12) OX=83333 GN=wbbJ PE=3 SV=2	wbbJ	0.832026144	-0.265299234		#VALEUR!
P0A749	UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=murA PE=1 SV=1	murA	0.832679739	-0.264166375	1	0
P75736	Esterase YbfF OS=Escherichia coli (strain K12) OX=83333 GN=ybfF PE=1 SV=1	ybfF	0.832679739	-0.264166375	1	0
P28905	DNA polymerase III subunit chi OS=Escherichia coli (strain K12) OX=83333 GN=holC PE=1 SV=1	holC	0.832679739	-0.264166375	1	0
P39177	Universal stress protein UP12 OS=Escherichia coli (strain K12) OX=83333 GN=uspG PE=1 SV=2	uspG	0.833333333	-0.263034406	1	0
P0AE01	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ OS=Escherichia coli (strain K12) OX=83333 GN=trmJ PE=1 SV=1	trmJ	0.833333333	-0.263034406	1	0
P69791	PTS system N.N'-diacetylchitobiose-specific EIIA component OS=Escherichia coli (strain K12) OX=83333 GN=chbA PE=1 SV=1	chbA	#VALEUR!	#VALEUR!		#VALEUR!
P33920	Nucleoid-associated protein YejK OS=Escherichia coli (strain K12) OX=83333 GN=yejK PE=1 SV=3	yejK	0.833986928	-0.261903324	0.501575821	0.299663407
P25745	tRNA-specific 2-thiouridylase MnmA OS=Escherichia coli (strain K12) OX=83333 GN=mnmA PE=1 SV=4	mnmA	0.833986928	-0.261903324	7.65192E-07	6.116229634
P00960	Glycine--tRNA ligase alpha subunit OS=Escherichia coli (strain K12) OX=83333 GN=glyQ PE=1 SV=2	glyQ	0.834640523	-0.260773128	1	0
P18335	Acetylornithine/succinyldiaminopimelate aminotransferase OS=Escherichia coli (strain K12) OX=83333 GN=argD PE=1 SV=4	argD	#VALEUR!	#VALEUR!		#VALEUR!
P12281	Molybdopterin molybdenumtransferase OS=Escherichia coli (strain K12) OX=83333 GN=moeA PE=1 SV=1	moeA	0.834640523	-0.260773128	1	0
P0AF24	Ribonucleotide monophosphatase NagD OS=Escherichia coli (strain K12) OX=83333 GN=nagD PE=1 SV=1	"nagD; umpH"	0.834640523	-0.260773128	1	0
P32664	NADH pyrophosphatase OS=Escherichia coli (strain K12) OX=83333 GN=nudC PE=1 SV=2	nudC	#VALEUR!	#VALEUR!		#VALEUR!
P05852	tRNA N6-adenosine threonylcarbamoyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=tsaD PE=1 SV=2	"tsaD; ygjD"	0.834640523	-0.260773128	1	0
P0A9D2	Glutathione S-transferase GstA OS=Escherichia coli (strain K12) OX=83333 GN=gstA PE=1 SV=1	gstA	0.834640523	-0.260773128	1	0
P28306	Endolytic murein transglycosylase OS=Escherichia coli (strain K12) OX=83333 GN=mltG PE=1 SV=2	yceG	0.834640523	-0.260773128	1	0
P08200	Isocitrate dehydrogenase [NADP] OS=Escherichia coli (strain K12) OX=83333 GN=icd PE=1 SV=1	icd	0.835294118	-0.259643817	0.208264156	0.681385469
P52076	Transcriptional regulatory protein QseB OS=Escherichia coli (strain K12) OX=83333 GN=qseB PE=2 SV=1	qseB	0.836601307	-0.257387843		#VALEUR!
P77674	Gamma-aminobutyraldehyde dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=prr PE=1 SV=1	"patD; prr"	#VALEUR!	#VALEUR!		#VALEUR!
P0AAB6	UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=galF PE=1 SV=1	"galF; wcaN"	0.837254902	-0.256261177	1	0
P25888	ATP-dependent RNA helicase RhlE OS=Escherichia coli (strain K12) OX=83333 GN=rhlE PE=1 SV=3	rhlE	#VALEUR!	#VALEUR!		#VALEUR!
Q46920	NADPH-dependent 7-cyano-7-deazaguanine reductase OS=Escherichia coli (strain K12) OX=83333 GN=queF PE=1 SV=1	queF	0.837908497	-0.255135391	1	0
P75933	Flagella basal body P-ring formation protein FlgA OS=Escherichia coli (strain K12) OX=83333 GN=flgA PE=3 SV=1	flgA	#VALEUR!	#VALEUR!		#VALEUR!
P32662	Phosphoglycolate phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=gph PE=1 SV=1	gph	0.837908497	-0.255135391	1	0
P0ABQ4	Dihydrofolate reductase OS=Escherichia coli (strain K12) OX=83333 GN=folA PE=1 SV=1	folA	0.838562092	-0.254010482	1	0
P14375	Transcriptional regulatory protein ZraR OS=Escherichia coli (strain K12) OX=83333 GN=zraR PE=1 SV=2	zraR	#VALEUR!	#VALEUR!		#VALEUR!
P0A6D0	Arginine repressor OS=Escherichia coli (strain K12) OX=83333 GN=argR PE=1 SV=1	argR	0.838562092	-0.254010482	1	0
P75745	Uncharacterized protein YbgK OS=Escherichia coli (strain K12) OX=83333 GN=ybgK PE=1 SV=1	ybgK	0.838562092	-0.254010482	1	0
P0A7W7	30S ribosomal protein S8 OS=Escherichia coli (strain K12) OX=83333 GN=rpsH PE=1 SV=2	"rpsH; AL524_RS25290"	0.839215686	-0.25288645	0.943181111	0.025404905
P0A8Z0	Acyl-CoA thioester hydrolase YciA OS=Escherichia coli (strain K12) OX=83333 GN=yciA PE=3 SV=1	yciA	0.839869281	-0.251763293	1	0
P0A8Q0	Fumarate reductase subunit C OS=Escherichia coli (strain K12) OX=83333 GN=frdC PE=1 SV=1	frdC	0.839869281	-0.251763293	1	0
P76004	Uncharacterized protein YcgM OS=Escherichia coli (strain K12) OX=83333 GN=ycgM PE=1 SV=1	ycgM	0.840522876	-0.25064101	1	0
P00888	Phospho-2-dehydro-3-deoxyheptonate aldolase. Tyr-sensitive OS=Escherichia coli (strain K12) OX=83333 GN=aroF PE=1 SV=1	aroF	#VALEUR!	#VALEUR!		#VALEUR!
P69441	Adenylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=adk PE=1 SV=1	adk	0.840522876	-0.25064101	0.002073292	2.683339626
P0ADP7	Ubiquinone biosynthesis protein UbiJ OS=Escherichia coli (strain K12) OX=83333 GN=ubiJ PE=3 SV=1	"yigP; ubiJ"	0.840522876	-0.25064101	1	0
P76630	Inner membrane protein YgaZ OS=Escherichia coli (strain K12) OX=83333 GN=ygaZ PE=1 SV=1	ygaZ	#VALEUR!	#VALEUR!		#VALEUR!
P77731	Ureidoglycolate lyase OS=Escherichia coli (strain K12) OX=83333 GN=allA PE=1 SV=1	allA	#VALEUR!	#VALEUR!		#VALEUR!
P0AE48	Gamma-glutamylcyclotransferase family protein YtfP OS=Escherichia coli (strain K12) OX=83333 GN=ytfP PE=1 SV=1	ytfP	0.841176471	-0.249519599	1	0
P0AEH3	Protein ElaA OS=Escherichia coli (strain K12) OX=83333 GN=elaA PE=3 SV=1	elaA	0.841176471	-0.249519599	1	0
P64483	Uncharacterized protein YeaK OS=Escherichia coli (strain K12) OX=83333 GN=yeaK PE=4 SV=1	yeaK	0.84248366	-0.247279389	1	0
P0AFW0	Transcription antitermination protein RfaH OS=Escherichia coli (strain K12) OX=83333 GN=rfaH PE=1 SV=1	rfaH	0.843137255	-0.246160587	1	0
P0A7Y0	Ribonuclease 3 OS=Escherichia coli (strain K12) OX=83333 GN=rnc PE=1 SV=1	rnc	0.84379085	-0.245042652	1	0
P0AFA7	Na(+)/H(+) antiporter NhaB OS=Escherichia coli (strain K12) OX=83333 GN=nhaB PE=1 SV=1	nhaB	0.84379085	-0.245042652	1	0
P64493	Uncharacterized protein YoaF OS=Escherichia coli (strain K12) OX=83333 GN=yoaF PE=4 SV=1	yoaF	0.844444444	-0.243925583	1	0
P75785	Phosphoethanolamine transferase OpgE OS=Escherichia coli (strain K12) OX=83333 GN=opgE PE=1 SV=1	"ybiP; opgE"	0.844444444	-0.243925583	0.276503971	0.558298628
P0ACJ8	cAMP-activated global transcriptional regulator CRP OS=Escherichia coli (strain K12) OX=83333 GN=crp PE=1 SV=1	"N172_RS07815; crp"	0.845098039	-0.242809378	1	0
P0AE88	Transcriptional regulatory protein CpxR OS=Escherichia coli (strain K12) OX=83333 GN=cpxR PE=1 SV=1	cpxR	0.845098039	-0.242809378	1	0
P0AA16	Transcriptional regulatory protein OmpR OS=Escherichia coli (strain K12) OX=83333 GN=ompR PE=1 SV=1	"ompR; EAMY_RS33245"	0.845751634	-0.241694036	0.830504514	0.080658003
P45544	Probable fructoselysine utilization operon transcriptional repressor OS=Escherichia coli (strain K12) OX=83333 GN=frlR PE=1 SV=2	frlR	0.845751634	-0.241694036	1	0
P0AG76	Nuclease SbcCD subunit D OS=Escherichia coli (strain K12) OX=83333 GN=sbcD PE=1 SV=1	sbcD	#VALEUR!	#VALEUR!		#VALEUR!
P30750	Methionine import ATP-binding protein MetN OS=Escherichia coli (strain K12) OX=83333 GN=metN PE=1 SV=4	metN	0.846405229	-0.240579555	1	0
P64559	FAD assembly factor SdhE OS=Escherichia coli (strain K12) OX=83333 GN=sdhE PE=1 SV=1	"cptB; ygfY; sdhE"	#VALEUR!	#VALEUR!		#VALEUR!
P0AFY2	Protein SanA OS=Escherichia coli (strain K12) OX=83333 GN=sanA PE=4 SV=1	sanA	#VALEUR!	#VALEUR!		#VALEUR!
P0A9W6	Acid stress protein IbaG OS=Escherichia coli (strain K12) OX=83333 GN=ibaG PE=1 SV=1	"ibaG; yrbA"	0.846405229	-0.240579555	0.022150058	1.654625134
P32674	Formate acetyltransferase 2 OS=Escherichia coli (strain K12) OX=83333 GN=pflD PE=3 SV=1	pflD	#VALEUR!	#VALEUR!		#VALEUR!
P75792	Sugar phosphatase YbiV OS=Escherichia coli (strain K12) OX=83333 GN=ybiV PE=1 SV=1	ybiV	0.846405229	-0.240579555	1	0
P23871	Ferrochelatase OS=Escherichia coli (strain K12) OX=83333 GN=hemH PE=1 SV=3	hemH	0.846405229	-0.240579555	1	0
P0A6M8	Elongation factor G OS=Escherichia coli (strain K12) OX=83333 GN=fusA PE=1 SV=2	fusA	0.847058824	-0.239465935	0.000297219	3.526923405
P31554	LPS-assembly protein LptD OS=Escherichia coli (strain K12) OX=83333 GN=lptD PE=1 SV=2	lptD	0.847712418	-0.238353173	0.535625022	0.271139143
P0A725	UDP-3-O-acyl-N-acetylglucosamine deacetylase OS=Escherichia coli (strain K12) OX=83333 GN=lpxC PE=1 SV=1	lpxC	0.847712418	-0.238353173	0.185404991	0.731878578
P09163	Uncharacterized N-acetyltransferase YjaB OS=Escherichia coli (strain K12) OX=83333 GN=yjaB PE=1 SV=1	yjaB	0.847712418	-0.238353173	1	0
P60720	Octanoyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=lipB PE=1 SV=1	lipB	0.848366013	-0.23724127	1	0
P0A8Y8	Proofreading thioesterase EntH OS=Escherichia coli (strain K12) OX=83333 GN=entH PE=1 SV=1	entH	#VALEUR!	#VALEUR!		#VALEUR!
P76938	Elongation factor P hydroxylase OS=Escherichia coli (strain K12) OX=83333 GN=epmC PE=1 SV=2	"epmC; yfcM"	#VALEUR!	#VALEUR!		#VALEUR!
P24193	Carbamoyl dehydratase HypE OS=Escherichia coli (strain K12) OX=83333 GN=hypE PE=1 SV=2	hypE	#VALEUR!	#VALEUR!		#VALEUR!
P06616	GTPase Era OS=Escherichia coli (strain K12) OX=83333 GN=era PE=1 SV=2	era	0.849019608	-0.236130222	1	0
P75767	Putative gluconeogenesis factor OS=Escherichia coli (strain K12) OX=83333 GN=ybhK PE=1 SV=1	ybhK	0.850980392	-0.232802204	1	0
P39199	50S ribosomal protein L3 glutamine methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=prmB PE=1 SV=3	prmB	0.851633987	-0.231694569	1	0
P0A6L0	Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) OX=83333 GN=deoC PE=1 SV=1	deoC	0.851633987	-0.231694569	0.000795135	3.099559249
P0A8E7	UPF0234 protein YajQ OS=Escherichia coli (strain K12) OX=83333 GN=yajQ PE=1 SV=2	yajQ	0.852287582	-0.230587783	1	0
P69831	PTS system galactitol-specific EIIC component OS=Escherichia coli (strain K12) OX=83333 GN=gatC PE=1 SV=1		0.852287582	-0.230587783	1	0
P0AA91	Uncharacterized lipoprotein YeaY OS=Escherichia coli (strain K12) OX=83333 GN=yeaY PE=3 SV=1	yeaY	0.852287582	-0.230587783	1	0
P09030	Exodeoxyribonuclease III OS=Escherichia coli (strain K12) OX=83333 GN=xthA PE=1 SV=4	xthA	0.852941176	-0.229481846	1	0
P37769	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=kduD PE=1 SV=2	kduD	0.854248366	-0.227272512	0.340410335	0.467997263
P27434	Cytoskeleton protein RodZ OS=Escherichia coli (strain K12) OX=83333 GN=rodZ PE=1 SV=2	rodZ	0.854248366	-0.227272512	1	0
